chromosome	start	stop	symbol	p_fcx	diff_fcx	diff_sd_fcx	p_hp	diff_hp	diff_sd_hp	fdr_fcx	fdr_hp
1	5448790	5449365	Epm2a	0.474009654438101	-0.000634612471466664	0.00831796510802626	0.102781303985305	0.00136471448924749	0.00735360264399522	0.891691473180575	0.636788854917733
1	6970149	6970860	Utrn	0.464557332682329	0.00202214199464676	0.0103566412152532	0.878200091374179	-0.00033300264711914	0.00318739602199188	0.888535545560318	0.986516500380817
1	7040240	7040859	Stx11	0.313687494285367	0.00773407185624419	0.0219106687618583	0.634270655792112	0.00322507286257075	0.0266610836111308	0.810791040275205	0.941668507705641
1	7064736	7065534	Stx11	0.196795886693142	0.00160589840088669	0.00872507979854984	0.255176129272461	-0.00177895454985638	0.00817254341871392	0.716119715499494	0.804156839899641
1	7335481	7335952	Ltv1	0.113660787408758	0.004810492194792	0.0123231627514574	0.0731148796502921	0.00479114977402306	0.0127785664659107	0.61494292919508	0.56893020181981
1	7726213	7726650	Adat2	0.155112001296577	0.00207454574848721	0.00921800690412612	0.792389520458687	-0.000349912517711517	0.0078187251318822	0.666161908007453	0.973920758415802
1	8038577	8039022	Aig1	0.223581774721591	0.00219365346401707	0.0128615294955172	0.522453958224519	0.0010309129269077	0.0108305925203512	0.740455873395257	0.903488085788456
1	8750979	8751733	Adgrg6	0.670707300149288	-0.000339067813300488	0.00558684398845076	0.851067088627296	0.000133016493159616	0.00571223189002665	0.947247973067933	0.982321579862818
1	12823161	12824741	Cited2	0.878851683769838	-0.000139928462887332	0.00549809946971088	0.0445036729116714	0.00164742339798023	0.00737749966340462	0.981580496921625	0.475166153291546
1	14224193	14224729	Perp	0.946510469544414	0.000131369070183823	0.0121725395182213	0.0106062937713454	-0.00418941073070393	0.0132674964072913	0.993013347763577	0.240333498539977
1	15300048	15302250	Slc35d3	0.163412777286548	0.00174018381824171	0.00976286832643014	0.734965485794677	0.000409893024526302	0.0119860144066954	0.680137711778297	0.962453460483644
1	15411610	15413101	Map3k5	0.584408052667921	0.000606650957691231	0.00622550674513734	0.596645743204764	-0.000603803230523658	0.00729315058063797	0.925032495191903	0.935605671221014
1	15604622	15604980	Map3k5	0.128834169951053	-0.00428957648884761	0.0101223953950417	0.908436491451702	-0.000405161518353349	0.0113496413292172	0.636054649654085	0.990285615801797
1	15620084	15621210	Map7	0.18275191303451	-0.00149291280510142	0.0117511871566157	0.77065050221209	0.000293748175851917	0.0111840051145066	0.701780631062098	0.968123966215307
1	15799288	15800752	Bclaf1	0.220707686131961	0.00129193813892502	0.00698162196459069	0.0733945599798374	0.00170612029479955	0.00849266558233301	0.73948214676585	0.56893020181981
1	16818947	16819571	Hbs1l	0.652664209437422	-0.000433847893977647	0.00862208365997762	0.827130140269519	0.00018823969078907	0.00697945410095138	0.944580723636164	0.981182346486935
1	18056629	18057213	Ptprk	0.686428336050754	0.00083570901268441	0.00583069009390039	0.352080345008702	0.00178810070134253	0.00434167628963052	0.949761388208774	0.854565840933255
1	18057959	18058547	Ptprk	0.82050978142754	-0.000480073788092959	0.00986277764489634	0.744521750480801	0.000582491322608995	0.0117564833054913	0.971167385082425	0.963957535424205
1	20332090	20332970	Tmem200a	0.166757637305595	0.00161215205591122	0.0114278470846388	0.955207455447849	-6.29269565266248e-05	0.00869151734346004	0.684524308162646	0.99481269229956
1	21235725	21235970	Akap7	0.0448957513970464	-0.004114161930192	0.00928047488424475	0.688754483009466	-0.000812147143924193	0.00687183188532143	0.448532967857963	0.954596503059886
1	21586830	21587147	Med23	0.00424048368310589	0.00549987308248068	0.00989346315928652	0.315404308122448	-0.00165701954428511	0.00899887545231954	0.122741671539764	0.843073122153995
1	21747949	21748523	Enpp1	0.0739060892478371	-0.0018675927289566	0.00925443877053398	0.928405102606995	8.26618895221964e-05	0.00888837770915133	0.538207848472604	0.991985613159935
1	21854362	21854824	Ccn2	0.708956475404897	0.000429874570739667	0.00967016991111686	0.684596868763186	-0.000556977833775992	0.0121905853055505	0.955793146463574	0.953939165447978
1	23907181	23907650	Tcf21	0.186705822797328	0.0055764636833547	0.0188345107906162	0.00231707524413438	-0.0122044301915677	0.0172328224725744	0.705936497890976	0.0818221622784956
1	23909075	23909278	Tcf21	0.0791829971921213	-0.00763798028711007	0.0144094904736927	0.0124782190133901	-0.0113308270461377	0.0143063297647138	0.546115843059194	0.263165622411994
1	23976999	23978294	Tbpl1	0.567132855200013	0.000449178097613406	0.00921678044819247	0.0482501706153606	-0.00148373155725595	0.00892404552331815	0.917348822895555	0.491990192140317
1	24055891	24056140	Slc2a12	0.855879764334605	0.0003291058955357	0.0112810277740711	0.139406063314615	0.00252174069344083	0.00751266175124803	0.977692574872396	0.691850215194184
1	24190805	24191959	Sgk1	0.537408696099325	-0.000778388801905966	0.00780542936801292	0.901738690721373	-0.000144354607448004	0.00833069143701574	0.912817182361634	0.989218271160717
1	25173027	25173509	Clvs2	0.0900358746903712	0.00239350857513815	0.00838255271900377	0.665198210459958	-0.000572683585090671	0.00803316430037783	0.569369034148967	0.950714238344129
1	28300889	28302169	Rnf217	0.0584625500501215	0.00311180717163111	0.0142520012082547	0.460548097375278	0.00110681886351115	0.00734746656403603	0.494125473023627	0.885890791095499
1	28454880	28455314	Tpd52l1	0.94955052717813	-0.000108828218536581	0.00845426780516457	0.828691753489962	-0.000389930970580203	0.00775454350748313	0.993390401746449	0.981378152872472
1	28599696	28600027	Hddc2	0.427579267275593	-0.00200605885864341	0.00944654492026363	0.384084498519214	-0.00202519778320767	0.0110759806038102	0.878033713402099	0.862431977215869
1	29190658	29191552	Hey2	0.295247718999208	0.00141117603630561	0.0065408568636259	0.611945024189831	-0.000792856077836837	0.0101291742198557	0.796028886658049	0.936985388487762
1	29225188	29226023	Ncoa7	0.757712134438225	-0.000567758743545488	0.00965687786513571	0.313363409834338	0.00153562195313764	0.00669135942769382	0.964068215006947	0.841059592761949
1	29432074	29432491	Trmt11	0.559567887759029	0.000865959692931751	0.00744584347325061	0.634732577128797	-0.000751370107877167	0.00815122100134868	0.916170690436876	0.941668507705641
1	30681417	30681888	Rspo3	0.615342766223779	-0.00061527286319341	0.00558729676531162	0.338001155403269	0.00127668652880332	0.00590900463721429	0.934569595467048	0.849730376890034
1	30917891	30918328	Echdc1	0.356024635066515	0.00306464967922764	0.0138638950008194	0.672851131653975	0.00132199311976521	0.0114997600915723	0.835007001912541	0.953073652983122
1	31121073	31122076	Soga3	0.494343525904213	0.00112342261747702	0.0123854447459942	0.583067092580346	-0.000698472541764779	0.00904055065971774	0.900023539591264	0.931324137484119
1	31545526	31545872	Ccdc127	0.0490580910744741	-0.00279125290649984	0.00771483013172937	0.609643974053599	0.000705796485152149	0.00597039054197276	0.463380327309548	0.936854877144086
1	31776906	31777215	Slc9a3	0.045397245912415	0.00638211927351063	0.0142320400516205	0.285400732922774	0.00299767171152952	0.0120585773081156	0.450279040835024	0.825845726523775
1	31889832	31891150	Tppp	0.341725166452219	0.00144644322842675	0.00689388021252875	0.84767850230488	-0.000272289545597901	0.00674163596330257	0.829410959210844	0.982321579862818
1	31967600	31968341	Brd9	0.611246745004464	-0.000348342908783076	0.00623452457497147	0.852063617173196	-0.000125225037615742	0.00891196050679938	0.932815841102922	0.982321579862818
1	32057978	32058802	Nkd2	0.452930186336109	0.000822531585081876	0.0113598616291012	0.0700237635421895	0.00184463362496191	0.00876265831498076	0.885449311940122	0.559925117747006
1	32098401	32098671	Slc12a7	0.0791913478986289	-0.0112374065604133	0.0203145999589572	0.40097679319217	-0.00559816010916502	0.0241086760725333	0.546115843059194	0.866046039677195
1	32139844	32140300	Slc12a7	0.970266717330034	-7.68395019449225e-05	0.0129036569501855	0.270869484833447	0.002453455675121	0.0126388516051562	0.995471509452955	0.814851613402651
1	32270904	32271223	Tert	0.0308744230141355	0.00745629922733254	0.0143842054999503	0.253522825685642	0.00806767514256795	0.0309342710244684	0.37997088579109	0.801668301700353
1	32405468	32405902	Lpcat1	0.00897599535282084	0.0232332836087055	0.0322173927569071	0.364674963406233	-0.00929454978755122	0.0221266087674365	0.190615861110658	0.858992313122206
1	32429224	32430010	Lpcat1	0.731295732930125	0.000327396693093922	0.00654952371856973	0.798510115403597	-0.000223055649307901	0.00552867888511741	0.959596666963096	0.974851001950514
1	32640831	32641204	Irx4	0.720070311665439	-0.00093740090606691	0.0172137631943604	0.197096762903476	-0.00342096494401669	0.0178704143574621	0.959596666963096	0.759880226292345
1	32643134	32643913	Irx4	0.716390808611794	-0.000797212396925071	0.0114121616092472	0.853286906551371	-0.000397431540922356	0.0124591766802816	0.959273623952295	0.982321579862818
1	33272617	33276341	Irx2	0.901578075871861	-9.76321673013518e-05	0.0119073692661876	0.470973297601789	-0.000575758120517015	0.0106302266681553	0.985573163301067	0.888302098570488
1	33910601	33911839	Irx1	0.118717647176263	0.00172126397303783	0.00901560651314944	0.522887906467596	0.000684018852475291	0.0106071150941707	0.620916803176839	0.903650093370424
1	33914471	33915333	Irx1	0.200867338145273	-0.00278649816110616	0.0207386728944749	0.0738424552054344	0.00459714914766173	0.017684065953553	0.717522553070106	0.56893020181981
1	36112692	36113016	Med10	0.217033462407009	-0.0031399800545585	0.00406020036321653	0.215726645375757	0.00411491299318694	0.00741441952525121	0.735267753130517	0.769956241509207
1	36185754	36187235	Ube2ql1	0.510485387021658	0.000642723382101248	0.00904944342140698	0.317955113794745	0.000837754958888228	0.00898948992895868	0.904434120873643	0.844128919726968
1	36319653	36320903	Nsun2	0.948912414930918	-7.85635325362625e-05	0.00988889830657818	0.867541642748366	-0.000170559463419873	0.00959778499092042	0.993139449498188	0.985962673397383
1	36399067	36400709	Tent4a	0.482750293425509	0.000681294772544936	0.00994745933431196	0.837002088813101	0.000184791081900203	0.0092216896506694	0.895513694897991	0.982321579862818
1	37742810	37743382	Fastkd3	0.612081790799767	-0.00150233962850632	0.00778192649193528	0.737450508774033	-0.00113768483256943	0.00419944357688221	0.932815841102922	0.962732798447716
1	39811495	39812391	Ppp1r14c	0.527624896065885	-0.00113369686704699	0.0153872770428017	0.352806441952463	-0.00159864034343972	0.00750861512811757	0.909503669001631	0.854565840933255
1	40528971	40529883	Mthfd1l	0.571695932408558	0.000641500479407444	0.00969873361799654	0.694141053289453	-0.000403446085231854	0.00768582729656345	0.918037677983006	0.956296688248159
1	40916117	40916450	Zbtb2	0.290909561347857	-0.00639686992232831	0.0208471730309339	0.937837659481114	-0.000408864365253865	0.0116845608647092	0.795794630586456	0.993108539686344
1	41325649	41326083	Esr1	0.230011064022273	-0.00246582585060448	0.0109257527834056	0.724779254530317	-0.000756520612643587	0.0134246275896098	0.74509682402652	0.962018782556379
1	42467190	42468365	Fbxo5	0.315577585761509	-0.000943733132852315	0.00703424313257879	0.725038471792273	0.000299844662052697	0.00765792332660278	0.811704733675067	0.962018782556379
1	42485767	42486275	Mtrf1l	0.436074606293123	0.00100208952076321	0.00992282546932279	0.381084413372756	-0.000955249642644286	0.00729617393050574	0.881128908426123	0.860729166619305
1	42587036	42587970	Rgs17	0.19016967829633	0.00693798581816303	0.0224037388176729	0.273729068096179	0.00453627295745266	0.0136185239515616	0.710572113598842	0.814851613402651
1	43883281	43884300	Cnksr3	0.137649626999453	-0.00134089188998411	0.00754747180279769	0.0791917613711147	-0.00139427523676326	0.00600162610143943	0.64497418914794	0.584411993963622
1	44018389	44019798	Scaf8	0.310136871700699	-0.00120005795147496	0.0104744614868411	0.925383470288005	-9.67829240938175e-05	0.00800921811209579	0.808415049553458	0.991154259312217
1	46378341	46379705	Zdhhc14	0.631892941569279	0.000405308162463275	0.00867208329965271	0.466467460750515	-0.000580131273901699	0.0064941068383076	0.937797917847857	0.886842636841712
1	46835407	46836352	Synj2	0.18252914031342	0.00156513009440893	0.00980285554642638	0.339099598259864	0.00106261981820113	0.0100812601303132	0.701780631062098	0.849730376890034
1	46978002	46978623	Gtf2h5	0.506611351559857	-0.00278080850855783	0.0105206644154852	0.756529763792463	0.000983662748257551	0.00525385989082131	0.903862034845735	0.965173429129623
1	47162232	47163008	Tmem181	0.452948409753922	-0.00066394334438726	0.00847805055289506	0.997450421903579	2.47675166913841e-06	0.00749795597346291	0.885449311940122	0.999697910528867
1	47213276	47213833	Dynlt1	0.797227764748393	-0.000287997610220954	0.00739100812672061	0.74692602761447	0.000279402992667223	0.00624470578950744	0.969314279584451	0.963981364595717
1	47605121	47605547	Fndc1	0.270763997424727	-0.00346115559783026	0.0106161002294285	0.830769337795428	-0.000552403292823103	0.00757759617553127	0.785763227995031	0.981378152872472
1	47921041	47921862	Sod2	0.0127326972039663	0.00230784253202221	0.00915127453510203	0.49163186544304	0.000579994485511927	0.00709055781969166	0.240389656305705	0.892395066743352
1	47942200	47943273	Wtap	0.158383520179346	0.00084534940368259	0.00878417931247062	0.542027197720998	0.000345977348028219	0.0079661327144893	0.672354350856772	0.912399101818644
1	47972267	47972861	Acat2	0.209289801261039	0.00128296727916761	0.00794380653241048	0.728358537906066	0.000331091629476055	0.0080504238968096	0.727507660965182	0.962233667381178
1	48032967	48033874	Mrpl18	0.732408535784187	0.000431911258779055	0.00644229517077248	0.855000892474856	0.000215402988630826	0.00688242129178343	0.959596666963096	0.982321579862818
1	48175714	48176586	Igf2r	0.274799219102018	-0.00260276984275799	0.0173318784132453	5.68447340166848e-06	-0.0092221511090087	0.0108687046075166	0.788659762258151	0.000585916697450025
1	48204837	48205956	Igf2r	1.95751998689152e-11	-0.0331246296612233	0.0135430087835339	3.19315905173434e-09	-0.0415204614856278	0.0151708925114746	6.89373288716965e-09	8.43393134539332e-07
1	48433267	48433849	Slc22a3	0.679757140385345	0.00137163302231509	0.00701115334567615	0.989341661527839	4.63302978376082e-05	0.0143671437924693	0.947914098422197	0.997722911732884
1	48625565	48626194	Map3k4	0.88869339118771	0.000111104691251639	0.00757543034246123	0.591490514248737	-0.000406421268343832	0.00674268900329702	0.984821888333358	0.934099798925028
1	50827061	50829352	LOC108348175	0.386720565219422	0.000715755960378641	0.00643197245048107	0.38392100072816	-0.000533019556795485	0.00759967946553552	0.855320522680515	0.862431977215869
1	51619992	51620214	Pabpc6	0.00121897465609214	0.0126740319279715	0.0232432782731339	3.36541324263829e-05	0.0149463265468983	0.0220297080800714	0.0512148186365701	0.00278867379674303
1	52543776	52544792	Pde10a	0.834186007246313	0.00045608713081982	0.0151077133607815	0.352835694696551	-0.00154728829783279	0.00885443876583638	0.973245165996435	0.854565840933255
1	52991231	52992609	Prr18	0.0649789165578295	0.00212697762421475	0.0115497928275163	0.646689296115615	0.000487820659141908	0.00817043944721742	0.515749079148275	0.946124283571672
1	53014240	53014567	Sft2d1	0.264158344694863	0.00120670228111369	0.007100891220208	0.894850775007137	0.00012597727336094	0.00566120106936418	0.780402750086047	0.989218271160717
1	53037400	53038574	Mpc1	0.76165911607978	-0.000353290421108098	0.00752810871339459	0.480661900390108	-0.00071839308574677	0.00970068942842729	0.966017834499745	0.889167459364918
1	53152657	53153337	Fgfr1op	0.401087450801131	-0.00111652061992039	0.00940520261048419	0.657676733015832	-0.000540490736992656	0.00775127105887744	0.86278006515264	0.947954580767285
1	53174547	53174995	Rnaset2	0.823367581197809	0.000376913443474563	0.00998413877725234	0.469009641969341	0.000997436560517396	0.00928559984784248	0.971167385082425	0.887301407868158
1	53360174	53360576	Rps6ka2	0.310794054410303	-0.00132609930635223	0.00681604988187002	0.709821720317892	-0.000429187374925356	0.00389516895774197	0.808656941669755	0.960854580931968
1	56167902	56168495	Dact2	0.70502972522128	-0.000418816557050733	0.00982786637782459	0.671591119928911	0.000413401627468758	0.00902291677822445	0.954818410202032	0.953073652983122
1	56242190	56242617	Smoc2	0.0427848293173512	0.00277161655473699	0.00936132103096829	0.419370155768953	-0.000981152395486856	0.00617818195052402	0.442126529849438	0.869824883769586
1	56949370	56949836	LOC100125364	0.69946745869687	-0.000646317150173239	0.00712745193558464	0.0510053115970357	-0.00416169544846727	0.0117563788375441	0.953956044985225	0.50034099458539
1	57325822	57328031	Dll1	0.465007598256532	0.000663658799058179	0.0101754589792196	0.00120684348946319	-0.00272923731706904	0.00995850400451604	0.888592407972916	0.0504962434304103
1	57345565	57345871	Fam120b	0.6871006394007	-0.000978616205359384	0.00874531684239373	0.826648611383049	0.000465776589456156	0.00875413977318037	0.949761388208774	0.981182346486935
1	57489505	57489849	Psmb1	0.0746609604161278	0.00280097902592135	0.00617439177849996	0.211814095912519	0.00181631898721964	0.00667344069701871	0.539676899207168	0.767411711195092
1	57491335	57491939	Tbp	0.677939388076034	-0.000557955222612126	0.00663486606889493	0.637625878353948	0.00058782684638707	0.00839867522756864	0.947507795375431	0.942969609099448
1	57690388	57691675	Chd1	0.901963556833756	-0.000252943968000261	0.0151475884892188	0.359684068789733	0.00159242019122852	0.0113607847858222	0.985573163301067	0.855917395129017
1	57814392	57815747	Rgmb	0.237300448490591	0.00089927062277122	0.00892604482625052	0.0224669405519125	-0.00156386963606765	0.00758829512145613	0.754576143958795	0.354852562130225
1	60717081	60717811	Ppp2r1a	0.361231893521889	0.00107656577481443	0.00944525269624258	0.770059361952231	-0.000309565372252296	0.00673285307510328	0.840157392417998	0.967956830342097
1	64146475	64147366	Cnot3	0.110483014477684	-0.00162894373621428	0.01003067156399	0.331718514203484	0.000860542909763819	0.0102039135869723	0.609313458551722	0.848829815939404
1	64329861	64330850	Cacng8	0.0469556832407728	-0.00280235236672358	0.0108937341709524	0.144847299800234	-0.00173013727136113	0.0111550921428586	0.457572318242281	0.695596237449761
1	64375637	64375857	Cacng7	7.49780990524585e-05	0.0224633427375226	0.024591979075804	7.42260205991768e-07	-0.0259153503495882	0.0236869379301821	0.00528095744326149	9.50542918339761e-05
1	65531144	65532235	Mzf1	0.0610446687579028	0.00652634690360799	0.0268975048528238	6.25865358729813e-05	-0.0133758163942143	0.0325993930149618	0.504492922060815	0.00464018772981086
1	65537505	65538043	Ube2m	0.478783347184672	0.00156507730934599	0.00868043405027534	0.0138377449386839	0.00521132519394771	0.0101219551440847	0.893766777201018	0.273916900024412
1	65541031	65541405	Chmp2a	0.832192710046409	-0.00108826922604593	0.0142095250850885	0.13681708112951	-0.00587661659800024	0.0131768133092007	0.973245165996435	0.689629036417782
1	65550262	65551521	Trim28	0.69872162366513	-0.000584201100710809	0.00736926412727163	0.0591849449198692	0.00270512887536009	0.00695654046358129	0.95328412642739	0.519630545789338
1	65563939	65564400	Zbtb45	0.432420013522567	-0.000798711638313738	0.00681882147631131	0.190954398420325	-0.00118566467971193	0.00556403091204094	0.879158999635999	0.752072029565977
1	65611732	65612445	Zfp324	0.394320923611023	0.0012337956155702	0.00607605660110676	0.199882901559559	0.00171727401117367	0.00636144742867244	0.86024683453488	0.759880226292345
1	65664501	65664941	Rps5	0.797991911283602	0.000467959451641854	0.00892126313909335	0.810499999668709	0.000474401100551095	0.0100035109080539	0.969314279584451	0.977763988579713
1	71290328	71290748	Zfp667	0.414621025944066	-0.00125995698558112	0.0104081081093697	0.936040913583956	-0.000103479292813963	0.00895772643563257	0.867634788630663	0.992671604662349
1	71382958	71383530	Zfp444	0.000280751460353128	-0.0315341880236312	0.023804614947727	0.596047412444807	0.00648748465581509	0.0270966087447591	0.016218230549003	0.935605671221014
1	71415822	71416842	Zfp787	0.6818057607277	-0.000614274123621651	0.00893143201175262	0.132477844871685	0.00181615952857171	0.00803379396425966	0.94842368164426	0.686242678701027
1	71445641	71446610	Zfp787	8.76972747808347e-14	-0.0287696202468134	0.0318336150411232	3.88359156218653e-20	-0.0424907795400198	0.0447927665713892	4.63260854029759e-11	6.56482317672012e-17
1	72329412	72330967	Ccdc106	0.341020045066101	0.00544784940887633	0.0187067696850064	0.521991742422781	0.00218690045566626	0.0161025029352724	0.829410959210844	0.903332147206664
1	72334824	72335330	Ccdc106	0.365099727428041	0.00121280836697209	0.00649360445929467	0.452782101721362	0.0012288269687942	0.0102777273841016	0.841970776595308	0.883175030331735
1	72363478	72365273	LOC100911196	1.91196918540435e-07	0.00566312821702591	0.0141129773177769	0.00201206465581704	0.00452079732605466	0.0174850060166842	2.78620061293751e-05	0.0741260957292349
1	72379210	72379778	Zfp524	0.428271522121723	-0.000875468405168408	0.00737078511940723	0.0433683377966768	0.00223382164084412	0.011029106642035	0.878367120837856	0.471691258908252
1	72400427	72401671	Zfp579	0.0559021238322365	-0.00621064757267813	0.0255222957261859	0.00044220472676075	-0.0128124989160692	0.0241985653142564	0.484680546967613	0.0230710762381596
1	72458813	72459021	Ssc5d	0.965212985197826	0.000418371730014868	0.0204711667776693	0.387110065600561	-0.0117003942699913	0.0654545804079828	0.995072354479898	0.862431977215869
1	72524487	72524751	Isoc2b	0.353637401895186	-0.00444189074893863	0.0104806747109201	0.150205341176813	0.00624872792118073	0.0148292129718388	0.834461158131175	0.705689574000233
1	72545447	72546288	Shisa7	0.840079894843359	-0.000343076519110391	0.0138671333226279	0.0103064573192138	-0.00392384474000426	0.0116450258543874	0.974196093994386	0.235432911518906
1	72553174	72553994	Shisa7	0.265506860016588	0.00151636598524765	0.0129940301710481	0.918190896403626	-0.00011261853204888	0.00990733214342291	0.781477794385052	0.990947717702394
1	72579953	72580620	Ube2s	0.901376059181139	0.000121475544299482	0.00845435695962567	0.792801342340327	-0.000228082325366859	0.00685668809747655	0.985573163301067	0.973920758415802
1	72621222	72622092	Rpl28	0.546938970892087	0.000478710774206701	0.00893545625554588	0.757685836905566	0.000240373862628399	0.0060868531850868	0.914527441992555	0.965686677262076
1	72637572	72638213	Il11	0.978939039684269	5.2302559922898e-05	0.0101902787888324	0.855877889489928	0.000419421429720215	0.0115002511857611	0.997227041510358	0.982463659102115
1	72709986	72710201	Brsk1	0.130154937086583	0.011401970215272	0.0303229187976925	0.752637711172816	0.00216452543719996	0.0280903531362192	0.636054649654085	0.965173429129623
1	72757628	72758454	Ppp6r1	0.743063722220649	-0.000304906306921662	0.00555379908888815	0.182156408395672	0.00125232450266511	0.00583436076119228	0.9612070448156	0.74044640366295
1	72903088	72903779	Ppp1r12c	0.038130270089443	-0.00298006845852525	0.00741407312429958	0.0285672812449264	0.00330900060551844	0.00774632184189299	0.419871644661682	0.397777036379107
1	72955916	72956255	Rdh13	0.13182960455892	0.00141422162835761	0.00632541705035363	0.547689059970495	0.000535742298180436	0.00462894083156877	0.636494902324874	0.915559322561436
1	73249319	73249521	Fcar	0.054608182271923	0.0206686241123496	0.0422307457359937	0.313797285373253	0.0105427450410234	0.0560279984847402	0.480894002730112	0.841059592761949
1	73720978	73721582	Leng9	0.624110833598278	0.0004559675764124	0.00671330733414614	0.144385966613825	0.00122702853204963	0.00520339343475938	0.934685720616458	0.695596237449761
1	73733240	73733995	Leng8	0.8357903470787	-0.000143444515873844	0.00768579081891334	0.2892089931786	0.000634163992914294	0.0064297829539891	0.973245165996435	0.826926390509313
1	75355864	75356465	Zswim9	0.149926295727197	0.00277314197090088	0.00839348954895073	0.46209924900075	-0.00137752138246774	0.010294771335049	0.65793201011748	0.886021641804193
1	77993787	77994621	Napa	0.114698165850635	0.00364137474767215	0.00676978827432087	0.436398955467878	0.00200703030332924	0.00935482798140409	0.61494292919508	0.874141856714055
1	78053452	78053706	Slc8a2	0.143041712303547	0.00851042585056314	0.0253876054957849	0.0446087706211965	0.0103173711206481	0.0180309572860599	0.647903833006204	0.475166153291546
1	78112370	78112678	Dhx34	0.155330557462323	-0.00171608360077984	0.00702358900513033	0.236454665891189	-0.00129703545080514	0.00546175942239835	0.666421409726986	0.783139787250966
1	78333055	78333431	Sae1	0.227069221030909	-0.00147590575829989	0.0101052152297474	0.8763291990767	-0.000168840435391172	0.0059494535641177	0.744682509952153	0.985962673397383
1	78353379	78354559	Zc3h4	0.194695289459555	-0.00167965762761883	0.00816368938016034	0.685096014381292	0.000471897475745245	0.00651903862156312	0.714841262603023	0.954101201803665
1	78417778	78418183	Tmem160	0.548527773995815	-0.000689411820021164	0.00794402532716282	0.0293958873096608	0.00243914521581434	0.00889366425198302	0.914527441992555	0.404734421512174
1	78440608	78441895	Npas1	0.455101588504761	0.00224146213835825	0.00819282690227697	0.235587423472574	-0.00371648784044364	0.00774579701457621	0.885449311940122	0.782083622619872
1	78711119	78711553	Slc1a5	0.159008669443405	-0.00209537242451588	0.0107095434888263	0.0101343976121813	-0.00440591356408849	0.0191579875834084	0.673317271611053	0.233578966351831
1	78735023	78736146	Fkrp	0.523467120019963	-0.00510942135567036	0.0343211622925863	3.48019531419328e-06	-0.0361291756921616	0.0364402029640609	0.908054867064795	0.00036768263494452
1	78740196	78740654	Fkrp	0.6599136189572	0.000574646028099053	0.0105702121775975	0.928006770526088	-0.000111002219371678	0.00860559532321906	0.945217223462623	0.991845374871838
1	78800547	78801018	Dact3	0.289624412190489	-0.00189048017958684	0.0113211235026425	0.0178062283765764	0.00428217488487271	0.0135862934243645	0.794977084444507	0.314849879160719
1	78810282	78811585	Dact3	0.104521598519517	0.00419769300547428	0.0363445053639704	0.99623650919266	1.16532185952637e-05	0.0351356847256088	0.596733699502432	0.99966650548455
1	78851523	78852154	Calm2	0.736727729759055	-0.000455446826288288	0.0128148543030137	0.488437667191516	0.000806670428939526	0.00758986179451687	0.959596666963096	0.891058744464212
1	78878221	78878584	Pnma8b	0.778686223368691	0.000745375740406504	0.0142176088321235	0.897994498354012	0.000355552853277647	0.00930257688928893	0.968462843128338	0.989218271160717
