chromosome	start	stop	symbol	id	p_fcx	diff_fcx	diff_sd_fcx	p_hp	diff_hp	diff_sd_hp	fdr_fcx	fdr_hp
1	3858909	4011511	Stxbp5	ENSRNOG00000013351	0.801520520653051	-0.000273466044058428	0.0108693814684497	0.120158271679394	-0.0023795689697044	0.0121108705427352	0.939051799796919	0.383364530757157
1	4445027	4560789	Adgb	ENSRNOG00000042741	0.598456239794087	0.00188307705748726	0.0163755936446186	0.223948434757207	-0.00487059321288216	0.0138998778434502	0.858105615010268	0.533899419102248
1	4637491	4653210	Rab32	ENSRNOG00000014258	0.202676424227386	0.00295216090657949	0.00945168251884462	0.376580488275871	0.00192549965641244	0.00593291096598655	0.555906369489504	0.683406327201926
1	4753144	5165859	Grm1	ENSRNOG00000014290	0.503562611150019	0.00242220535034163	0.0255877435583452	0.000975157297212131	-0.0130002325116289	0.0266206895916982	0.81075139412525	0.0143904881056242
1	5240180	5313054	Shprh	ENSRNOG00000014450	0.879421197257357	0.000266516108878872	0.00706587893489363	0.19037400091539	-0.00304176527433667	0.0159879065787941	0.966407081883879	0.49024005381536
1	5366379	5388069	Fbxo30	ENSRNOG00000014852	0.0468491221242584	0.00189299604997497	0.0110611137061128	0.793120984080843	-0.000225477906214001	0.0081685254456698	0.28556674070863	0.926778457102881
1	5448958	5571512	Epm2a	ENSRNOG00000040242	0.249842684211143	-0.00138868889743241	0.0135372343444412	0.563491509923653	0.000790682627521392	0.014130771088941	0.611599461010934	0.81384979201265
1	6451810	6970040	Utrn	ENSRNOG00000011058	0.325400180409542	0.00147133765024325	0.02299235791694	0.532397052453267	0.00115055508883735	0.0241018154702477	0.681573666103504	0.793917813445148
1	7039162	7064870	Stx11	ENSRNOG00000014902	0.0190660135968607	0.00572871767163597	0.0161537933742249	0.221423256236826	0.00313497905349206	0.0182242936727538	0.175799462959423	0.529469147385502
1	7252349	7259035	Plagl1	ENSRNOG00000025587	0.0220379624926528	-0.0191361223055665	0.0253406214066022	0.159162331568829	-0.0139207615039376	0.0381392933987357	0.188614619431623	0.443098388164099
1	7323040	7335936	Ltv1	ENSRNOG00000015217	0.532076711235387	0.00141504658945533	0.0133493379020024	0.0355679767994809	0.00465987428712117	0.0156536801660589	0.825185413667096	0.181768579547976
1	7355154	7480825	Phactr2	ENSRNOG00000015473	0.420221798095144	0.00457823233785112	0.0394324185760294	0.906180669831325	0.000728986516166912	0.0315169789907645	0.755225822094964	0.969792197985023
1	7658890	7673683	Fuca2	ENSRNOG00000015551	0.756488201592126	-0.00197529591602955	0.0217735512893814	0.786931892480641	-0.00175993598719981	0.0204569903580195	0.923397156032225	0.92420068059086
1	7685338	7726401	Pex3	ENSRNOG00000015660	0.155112001296577	0.00207454574848721	0.00921800690412612	0.792389520458687	-0.000349912517711517	0.0078187251318822	0.498937327339706	0.926609477825995
1	7726529	7742484	Adat2	ENSRNOG00000046983	0.235628530931728	0.00297202181622454	0.0369676328607144	0.896509648219857	-0.000281948360192248	0.0105695530881942	0.595877558965844	0.96558047688728
1	7816838	8038665	Aig1	ENSRNOG00000010753	0.778937790541012	0.00051970141695713	0.0280650835132397	0.000741342292830418	-0.00716784448161825	0.0223200385268283	0.931094781363218	0.0116122784928774
1	8310577	8333885	Hivep2	ENSRNOG00000011015	0.212933206800231	0.00342595082096079	0.0439040942397709	0.369194402380122	0.00249573367531174	0.024049742597393	0.567283733936436	0.676708927864651
1	8593075	8751198	Adgrg6	ENSRNOG00000011411	0.140803154267432	0.00155704290889514	0.0111197103574876	0.434965669177597	0.000851283280047348	0.00879534625758833	0.478083522755518	0.729340579101637
1	12823363	12825786	Cited2	ENSRNOG00000056940	0.908955899185907	-0.000133390725275017	0.00849815971112147	0.196799353619397	0.00150838202871551	0.00851679450669753	0.975027693507919	0.497876706831248
1	12915734	12961670	Txlnb	ENSRNOG00000060021	0.51640790450405	-0.00420078501179775	0.0212304577889299	0.578646439583713	-0.00360120175581427	0.0163222566457916	0.816721152265094	0.822002932985123
1	13036909	13050644	Heca	ENSRNOG00000060972	0.913836422043576	0.000739411791373682	0.0558099733775854	0.321728625359579	0.00496171750207307	0.014918166631239	0.976692792686181	0.633548983970573
1	13165572	13175876	Abracl	ENSRNOG00000051450	0.364094933876939	0.00397985464925363	0.0173518378957727	0.0271287287495874	-0.0111233725110175	0.0219843336690008	0.71122185474331	0.152715842075733
1	13384156	13395370	Ccdc28a	ENSRNOG00000053347	0.285630647860806	0.0034998486068003	0.0126737490398075	0.267693547115667	-0.0037583478442637	0.0148065830648854	0.644938465292665	0.584387590202855
1	13595295	13705396	Nhsl1	ENSRNOG00000060603	0.397938569627356	-0.00164529875967271	0.0230147927168784	0.000158949667260872	-0.0103262700471137	0.0332816430258674	0.740692313273336	0.00355680658185644
1	13714440	13719829	Hebp2	ENSRNOG00000053735	0.522860237487734	-0.000996528628880857	0.00993494148950101	0.545452226508785	-0.00087706858935698	0.00914176702474052	0.820186528423991	0.803105820706762
1	13838707	13915594	Arfgef3	ENSRNOG00000011460	0.627817262263359	0.00148704292836817	0.0186996208236397	0.0671162516400395	-0.00696799261539525	0.0212238495148796	0.868928688835288	0.271662013565428
1	14224393	14236846	Perp	ENSRNOG00000011994	0.946510469544414	0.000131369070183823	0.0121725395182213	0.0106062937713454	-0.00418941073070393	0.0132674964072913	0.982602780533208	0.0816414596336661
1	14402913	14412807	Tnfaip3	ENSRNOG00000049517	0.148701687295907	0.0032813160450089	0.0183900115256546	0.128209783187257	-0.0032246312729285	0.0181217055155265	0.491301305345385	0.395540965680409
1	15062432	15080907	Ifngr1	ENSRNOG00000012074	0.206460921736018	0.00406923401770934	0.0125562522869494	0.178007624065107	-0.00622830494705859	0.019191109349044	0.560141578357674	0.471823568313385
1	15180328	15222785	Il20ra	ENSRNOG00000012286	0.0029236364193977	0.00560479745961817	0.0148038539590976	0.617015192926184	0.00114198678017939	0.0198186127054659	0.0538388060744893	0.846004484627011
1	15298526	15301998	Slc35d3	ENSRNOG00000012311	0.847349303870624	0.00027963192843405	0.0127948862797321	0.401737401720688	0.00121539370949222	0.0143248694028704	0.957114535153951	0.703053972239961
1	15311770	15374850	Pex7	ENSRNOG00000012322	0.0804767662465096	-0.00983798609989592	0.0712183433490842	0.81583539596278	-0.00115033659258312	0.0230513528812771	0.369208928513781	0.936472459108413
1	15412603	15613746	Map3k5	ENSRNOG00000031700	0.325395663122682	0.00163496497541828	0.0247295177490701	0.0934597871708394	-0.0028154192000375	0.0213115317056967	0.681573666103504	0.331172170348347
1	15620653	15748203	Map7	ENSRNOG00000012701	0.323897432199181	0.00131598625030636	0.0186925455297933	0.000238933925277355	-0.00597127438390253	0.0278657669236545	0.680289259454209	0.00489965293774589
1	15782477	15860624	Bclaf1	ENSRNOG00000058050	0.844206696461732	-0.00026495718917617	0.0142645332619783	0.171245616210941	0.00192449525455327	0.0144601134583012	0.956000641071638	0.462896719308623
1	15893533	16203909	Pde7b	ENSRNOG00000013436	0.432641205360812	-0.00257460394156712	0.0287862080333528	0.0487825279384707	-0.00776814373851738	0.0302808081761352	0.766212819901365	0.221914947323393
1	16659442	16687817	Myb	ENSRNOG00000055858	0.0192184574052244	0.0294071391406012	0.0398420567295759	0.680851186398218	0.00461730283855657	0.0173266755482735	0.176329685762401	0.876162595805075
1	16819170	16896219	Hbs1l	ENSRNOG00000014531	0.389132083023967	-0.00112899241560821	0.0119528310638376	0.0147113942378981	-0.00326830849192375	0.0136301942276051	0.734612127986073	0.101632395904375
1	16910069	16930481	Aldh8a1	ENSRNOG00000014907	0.742091951612429	0.0011341965161828	0.0206154578275675	0.35027802938987	0.00359389223142232	0.0212796922335994	0.916946112471546	0.66054064296179
1	17171631	17378047	Themis	ENSRNOG00000014979	0.503963987119307	0.00390247654211291	0.0232354692832293	0.604503935202041	-0.00312020467325804	0.0165434070187855	0.81077134378861	0.838214026673526
1	17446417	18058055	Ptprk	ENSRNOG00000047605	0.0100213240366888	0.00359362386724436	0.0189316510531792	0.150429947924843	-0.00204346029265868	0.0178924525904672	0.119201494785902	0.428849607127342
1	18491384	19143269	Lama2	ENSRNOG00000011134	0.598501866263828	0.00143764735398071	0.0198715190231381	0.216178450562337	-0.00356420854728885	0.0219327633405424	0.858105615010268	0.522873183748894
1	19227121	19376301	Arhgap18	ENSRNOG00000011245	0.77222233703128	0.0012244633158371	0.0233622032958769	0.002170644931446	-0.0191008452442239	0.0470889715640558	0.928131966612013	0.0260543011717999
1	20125966	20155960	Samd3	ENSRNOG00000039955	0.830115906311022	0.00180234041240794	0.0228305846974817	0.884143738735628	0.00104074580671021	0.0134820007083326	0.94989962350777	0.960939035888806
1	20331976	20412381	Tmem200a	ENSRNOG00000047783	0.459176024323732	0.00126761938946299	0.0130075475987824	0.102048076261306	-0.00245114274473166	0.0141033420059882	0.783058136055931	0.349138694598222
1	20417008	20417637	RGD1559962	ENSRNOG00000026462	0.205735426561913	0.00544954976053465	0.018505216002066	0.20864343104371	0.00555141520013443	0.0208433482621057	0.559457494401053	0.513585097765674
1	20893995	20962526	Epb41l2	ENSRNOG00000012346	0.767141744702784	-0.00133371994263645	0.0223761183478441	0.116154008248498	-0.00956063403232955	0.0317694626739037	0.92670865814852	0.376513944675775
1	21141970	21263850	Akap7	ENSRNOG00000013202	0.0448844337761952	0.00422674128557236	0.0251314226730154	0.150818191931424	-0.00488028799852052	0.038163312229551	0.278540584021152	0.429124343915959
1	21539765	21586910	Med23	ENSRNOG00000013422	0.721529765817333	0.000612317673338112	0.0174655812302154	0.00109135957616658	-0.0061019423361663	0.0185200252565755	0.908027916486343	0.0155920503843316
1	21613148	21684480	Enpp3	ENSRNOG00000013791	0.917439576581115	0.000354329376394884	0.0173213806317959	0.0353382114271172	0.00845532484753618	0.0179722627072947	0.977274226557237	0.18123553718499
1	21748261	21813371	Enpp1	ENSRNOG00000013994	0.886170271061137	0.000196142517389135	0.0148878205572456	0.77299716597069	0.000347340818773331	0.0144405294981364	0.967509211795922	0.91694672945118
1	21851660	21854773	Ccn2	ENSRNOG00000015036	0.22751585379286	0.0018845756951598	0.0155577591814992	0.232071772226504	-0.00201628534955703	0.0150962259450268	0.585977570571099	0.544513722206759
1	22124495	22206505	Moxd1	ENSRNOG00000015321	0.0109232570897175	0.0200368964715678	0.0248335687143235	0.117681898521861	0.0128562475549089	0.0294313783241289	0.125453414684998	0.379554046807918
1	22578025	22581994	Taar2	ENSRNOG00000025951	0.980885638090176	-0.000140269104004822	0.0198043967636376	0.070430195989874	-0.00918495126321081	0.0130901513866059	0.993649227116283	0.279820307561534
1	22614783	22625204	Vnn1	ENSRNOG00000016219	0.544928379620605	-0.00247702715400525	0.0160399678941734	0.00884520270111121	-0.0118043530822918	0.0179243575348706	0.831722688829242	0.0716828831598771
1	22758212	22760370	Rps12	ENSRNOG00000016411	0.360889037973749	0.00245614747408669	0.00869133332269397	0.480051724268512	0.00173298920792908	0.00842931540580256	0.709936356476828	0.763603283468843
1	23906717	23909566	Tcf21	ENSRNOG00000016700	0.991004748153433	3.53655435691914e-05	0.0165117371905741	0.000126893378531798	-0.0120421178170768	0.0184110544156452	0.997225297193287	0.00298325644537415
1	23977688	24002506	Tbpl1	ENSRNOG00000011114	0.567132855200013	0.000449178097613406	0.00921678044819247	0.0482501706153606	-0.00148373155725595	0.00892404552331815	0.841991670184096	0.220337361492906
1	24003625	24056373	Slc2a12	ENSRNOG00000011161	0.59421226319487	-0.00167284009018088	0.0404768208860071	0.970999703241969	-0.00011460254831198	0.0362143551984912	0.855710415794917	0.991748538129377
1	24185435	24302298	Sgk1	ENSRNOG00000011815	0.000213160699552873	0.00557546791401095	0.0216678864348259	0.0632730506374986	-0.00377465752349202	0.0229338470441986	0.00803276015909246	0.262312796982819
1	24571240	24604400	LOC100365542	ENSRNOG00000059251	0.240441439103265	0.00519643087644114	0.0140743170434414	0.0236636933224439	-0.0109791472795412	0.0279192354855862	0.601365690770719	0.139639200316801
1	25173242	25296927	Clvs2	ENSRNOG00000012122	0.0331405244876775	0.00552258259630972	0.0161568700045361	0.383144631530946	0.00232018531329535	0.0265555085465911	0.236736241134228	0.687639888809198
1	25403390	25839345	Trdn	ENSRNOG00000012609	0.0214074437909627	0.00686755405109988	0.0181728663275332	0.397418021172143	-0.00275966175981277	0.0215414145484778	0.185698991605328	0.699548558309343
1	28301922	28390837	Rnf217	ENSRNOG00000013323	0.155119196762333	0.00230952758292366	0.0168792525070261	0.107797605954018	0.00257349608741792	0.0124076743706165	0.498937327339706	0.360953448902328
1	28454966	28576553	Tpd52l1	ENSRNOG00000021478	0.266643631699237	0.00304525175454015	0.019907033180093	0.583859980728649	-0.00186541076892473	0.0193584125717006	0.627972859122936	0.824993327839709
1	28579990	28600586	Hddc2	ENSRNOG00000021442	0.681529020946082	-0.00133094018991382	0.0131983786636727	0.0315286118396499	-0.00677745729256733	0.016244634284056	0.891063163769914	0.168112274376395
1	29191192	29201531	Hey2	ENSRNOG00000013364	0.159290715426067	0.00308318063083145	0.0184186981807296	0.0423085986244484	-0.00421418689589365	0.0228031201028695	0.503077004719001	0.203737417745879
1	29225707	29385199	Ncoa7	ENSRNOG00000014004	0.188079553731744	-0.00296461194208543	0.0138012773453204	0.325042726633672	0.00230255612354938	0.0154912974569672	0.538994771196472	0.636619537355283
1	29432152	29487473	Trmt11	ENSRNOG00000014240	0.152465656017552	-0.00468198479745778	0.0405882065140538	0.224997490192113	-0.00314849290200405	0.0117197551765836	0.49518011338601	0.534965685806082
1	30681681	30766860	Rspo3	ENSRNOG00000011568	0.20594589451039	0.00128286155317735	0.00949197187413281	0.594644408787022	0.000528920874224061	0.00720808336029179	0.559585888067449	0.831913478816321
1	30874418	30917882	Echdc1	ENSRNOG00000011622	0.335712354849618	0.00334671969476167	0.0134271566562389	0.867950379764472	0.000548602777492515	0.012429034130571	0.691076511875592	0.957344777069475
1	31066798	31122093	Soga3	ENSRNOG00000012324	0.494343525904213	0.00112342261747702	0.0123854447459942	0.583067092580346	-0.000698472541764779	0.00904055065971774	0.805638745388422	0.824422982442923
1	31531143	31535314	Lrrc14b	ENSRNOG00000028357	0.606644328183364	0.00299816457537812	0.0490681884703726	0.378696356788984	0.00497049774801695	0.0248630302644738	0.861066335553538	0.68461564149272
1	31539215	31545559	Ccdc127	ENSRNOG00000012775	0.0655724165059081	-0.0106363637579178	0.0350103765315365	0.111144596842253	-0.00905953887784903	0.040214983942946	0.336693122825163	0.367121672648914
1	31545631	31570601	Sdha	ENSRNOG00000013331	0.0490580910744741	-0.00279125290649984	0.00771483013172937	0.609643974053599	0.000705796485152149	0.00597039054197276	0.28987647826361	0.840693873336154
1	31603297	31698329	Ahrr	ENSRNOG00000014721	0.622550696253011	0.00137192755841832	0.0176510371418873	0.317337382855686	0.00284899215663662	0.0145061076184944	0.867599926128152	0.630428640369868
1	31700953	31731815	Exoc3	ENSRNOG00000039776	0.100237558354554	0.00700762497218977	0.0179100358743311	0.0444006852843998	-0.00897446868013119	0.0228816814778806	0.409164363003944	0.208902920178564
1	31734327	31777070	Slc9a3	ENSRNOG00000015159	0.120650779803108	0.00502375105898648	0.0134384662162582	0.892401824334124	0.000402899736876322	0.013090380204424	0.447352838254068	0.963868444298504
1	31835000	31864628	Cep72	ENSRNOG00000015465	0.884127888158828	0.00144577540774865	0.0176580498223588	0.0454867593235273	-0.0262502245804998	0.0386154864483983	0.967143954995423	0.211809941964605
1	31870899	31890778	Tppp	ENSRNOG00000028261	0.341725166452219	0.00144644322842675	0.00689388021252875	0.84767850230488	-0.000272289545597901	0.00674163596330257	0.697013245352584	0.948652568293779
1	31939585	31967915	Brd9	ENSRNOG00000015676	0.984278552902353	1.49922277933115e-05	0.00750481669104836	0.80370421350576	-0.000190669660794447	0.0101937253534254	0.995225187920632	0.930944900491333
1	31967978	32012919	Trip13	ENSRNOG00000015810	0.906835745034479	8.26286886834363e-05	0.00669697621436405	0.700953093500209	-0.000271168859102382	0.00890620256300406	0.97448635307728	0.884235772046841
1	32058044	32084877	Nkd2	ENSRNOG00000016103	0.163580945650438	-0.00161424368871344	0.0160467355246109	0.0428630654985346	0.00264942496205625	0.0137429336038027	0.510350024787223	0.205002357522597
1	32086755	32141036	Slc12a7	ENSRNOG00000016372	0.412469381557065	0.00152024933420142	0.0290214417453883	0.563578930658402	0.0011262042948864	0.0229328789098671	0.749995641674033	0.81384979201265
1	32199810	32220045	Slc6a19	ENSRNOG00000026501	0.679980709119466	-0.00415939344259367	0.041802449344475	0.735303370249829	0.00341858808866346	0.0298547447371907	0.890722784816292	0.901602611585546
1	32221636	32236051	Slc6a18	ENSRNOG00000016253	0.925218187192373	-0.00040073959012399	0.0161505140555945	0.312841951587408	-0.00510005538188138	0.0138066868423351	0.978037945641619	0.627392335702333
1	32251714	32272476	Tert	ENSRNOG00000025327	0.286441485456052	0.00319040374546821	0.0175803965444865	0.654568215531671	0.00230944582698934	0.0286185535856495	0.645335146887192	0.863525253183892
1	32321580	32363983	Slc6a3	ENSRNOG00000017302	0.620842333906537	-0.0018116067568715	0.0158885970135596	0.70878262104078	0.00120975272275358	0.0118492455689931	0.867006296633101	0.888952619732894
1	32379432	32429917	Lpcat1	ENSRNOG00000017930	0.00139990433576584	0.00469185671289237	0.0211883871312971	0.244373713754779	-0.00176371530958711	0.0132380667125722	0.0324409352245535	0.55994296149454
1	32634796	32643771	Irx4	ENSRNOG00000012720	0.085818695330779	-0.00224232252627967	0.0168302176461749	0.0774053331132425	-0.00236694334572727	0.0191805677279994	0.380246519312325	0.296507582735789
1	33271977	33275540	Irx2	ENSRNOG00000012742	0.534587141157165	0.000463137012101427	0.0126504569021016	0.823358206614914	0.000171743801733378	0.0116290232748966	0.826711956962568	0.939470484217756
1	33910912	33916741	Irx1	ENSRNOG00000033609	0.244071919682479	-0.00134359358457347	0.0173090301042064	0.12314855136407	0.00189732525937957	0.0169886699856242	0.604155700057638	0.387958530953083
1	35067490	35198939	Adamts16	ENSRNOG00000016812	0.68561968812628	0.00104523835389748	0.0177872791729984	0.16303114728831	0.00345322779985878	0.0167129523082537	0.893195865584699	0.449305664146511
1	36107232	36112993	Med10	ENSRNOG00000017150	0.0612170885722509	-0.006262727265292	0.0157615292054271	0.612269943404339	0.00195268555727607	0.0104471715268205	0.323135756608946	0.842519214034696
1	36185916	36226276	Ube2ql1	ENSRNOG00000034075	0.512922030040952	0.000681203930076964	0.0106571484857522	0.95606484108071	-5.30342483430656e-05	0.0108881693572192	0.815666884909005	0.986040945416721
1	36295650	36319966	Nsun2	ENSRNOG00000017254	0.948912414930918	-7.85635325362625e-05	0.00988889830657818	0.867541642748366	-0.000170559463419873	0.00959778499092042	0.983340773602588	0.957271158795557
1	36320461	36354756	Srd5a1	ENSRNOG00000017601	0.855767523003145	0.000225277000025121	0.00974202295003264	0.929901757395115	-9.53533208009879e-05	0.00996487699199433	0.960170733258815	0.977573602967081
1	36400443	36433238	Tent4a	ENSRNOG00000017613	0.595929855549231	0.000775543340023424	0.0117594407598321	0.633683232129704	-0.000855885349729079	0.0150819574395297	0.856648568632983	0.854921811951439
1	37507276	37698390	Adcy2	ENSRNOG00000032150	0.613228009554352	-0.00383977738371348	0.0228904067601934	0.0878415793570918	-0.0168693953595194	0.0354955900129363	0.863393692031203	0.319806321260585
1	37734403	37742932	Fastkd3	ENSRNOG00000027422	0.782374747274844	0.000746778092801223	0.0118415092421643	0.636458768265885	-0.00113176786754429	0.00796220276061507	0.932580369425162	0.856583897124718
1	37743147	37774015	Mtrr	ENSRNOG00000017826	0.538717302593474	0.00129611047135706	0.0124170765821906	0.309658288995719	-0.00215107806042794	0.0100457527839681	0.828122337759034	0.62426227558278
1	37802592	37818879	LOC680200	ENSRNOG00000042308	0.0902283877168771	0.0110664796449921	0.0150727851707215	0.0345280527369127	0.010798864217899	0.0215022980993628	0.389203473360026	0.178498247386126
1	39811314	39923057	Ppp1r14c	ENSRNOG00000016368	0.579915174102675	0.00117610937117021	0.0207838101003611	0.16383914232253	-0.00338515045024185	0.0174708815403614	0.850158025274072	0.450713645648584
1	40389638	40520447	Plekhg1	ENSRNOG00000016011	0.0676392295863976	-0.0110703035080154	0.0266833851589084	0.577422194777843	-0.00441433794663552	0.0264032715573277	0.341108465419998	0.822002932985123
1	40529045	40719391	Mthfd1l	ENSRNOG00000019582	0.691536235581371	-0.000652741588295724	0.02156859809565	0.275487430286635	-0.0020062948213137	0.0182346784283241	0.896019792584553	0.58995422190027
1	40816107	40906581	Akap12	ENSRNOG00000019549	4.08638598029167e-06	0.00846358438256548	0.017585044013245	0.157028052384381	-0.00312131983983937	0.0230896311803983	0.000321982449271345	0.439835245430508
1	40914171	40921508	Zbtb2	ENSRNOG00000019544	0.290909561347857	-0.00639686992232831	0.0208471730309339	0.937837659481114	-0.000408864365253865	0.0116845608647092	0.649178717316081	0.981037398193935
1	41034308	41126043	Ccdc170	ENSRNOG00000024280	0.999179384819607	-4.26642456249642e-06	0.0258098215363243	0.733380879609825	0.00134305815882879	0.0303088906836969	0.999563802865475	0.901086923050189
1	41192824	41594796	Esr1	ENSRNOG00000019358	0.101757348208753	-0.0041043596728429	0.023343660467922	0.215553259801463	-0.00352022275755978	0.0274563373063342	0.41277606366989	0.522155381158714
1	42461291	42467586	Fbxo5	ENSRNOG00000024077	0.315577585761509	-0.000943733132852315	0.00703424313257879	0.725038471792273	0.000299844662052697	0.00765792332660278	0.672793693918718	0.897479307985465
1	42475792	42486035	Mtrf1l	ENSRNOG00000018773	0.372448982271796	-0.00121609779875332	0.0120489666842145	0.294351478332642	-0.00126790967776632	0.00917703495755141	0.719500868526692	0.609470229304455
1	42492761	42587721	Rgs17	ENSRNOG00000018690	0.15853627919041	0.00559033355979562	0.0218810300446798	0.713141923820966	-0.00136193310191791	0.0279621993105297	0.502244543877243	0.891266024467437
1	43454803	43704948	Oprm1	ENSRNOG00000018191	0.048625531386167	-0.00535070129091493	0.0182053061946284	0.0516660331023357	-0.0050156616014363	0.0198418119743576	0.288930774018079	0.230137212922972
1	43567842	43638161	Ipcef1	ENSRNOG00000018163	0.490447881986886	-0.00361228498376683	0.0224548292577911	0.123334583221255	-0.00740848941424881	0.0262749153690656	0.803843553141	0.388156116305867
1	43789791	43884267	Cnksr3	ENSRNOG00000018052	0.060119673989698	0.00209394029838229	0.0169023874755303	0.173159676277318	-0.00182257509647533	0.0181582881539243	0.320767876016866	0.465492910404539
1	44019059	44120615	Scaf8	ENSRNOG00000016919	0.310136871700699	-0.00120005795147496	0.0104744614868411	0.925383470288005	-9.67829240938175e-05	0.00800921811209579	0.666901996192654	0.976084306308527
1	44311513	44433193	Tiam2	ENSRNOG00000016728	0.0740319012396227	0.0043308699587247	0.0414837197683916	0.931465482931592	-0.000250526559031359	0.0369346017091283	0.356354263327066	0.978347289028407
1	44433116	44474674	Tfb1m	ENSRNOG00000056223	0.124207881046473	-0.0070329280281557	0.05634833524862	0.743017301433129	-0.00125742872722917	0.010948685513724	0.454252418582534	0.905787579026255
1	44446765	44447424	Cldn20	ENSRNOG00000023531	0.0254370275895411	-0.0238736649626849	0.0903368772997319	0.61493816322897	-0.00464050059922834	0.00912867429497384	0.205280444253025	0.844492559431694
1	45923222	46234874	Arid1b	ENSRNOG00000017030	4.00054886763403e-05	0.0117805053906926	0.0388358285432434	0.681556008603012	0.00149838873631749	0.0485027726158662	0.00224618549642339	0.876519816757784
1	46302970	46329682	Tmem242	ENSRNOG00000016973	0.279376399230862	-0.00357943181192575	0.0145022994678476	0.354167111477885	-0.00349190578307601	0.0185361076088554	0.640246934943554	0.663763387101627
1	46378807	46649292	Zdhhc14	ENSRNOG00000029049	0.694565309003136	-0.000488337074500274	0.0188192170854303	5.1871993422884e-06	-0.00703956721335592	0.0286627554517145	0.897386498883344	0.000223307214069839
1	46779860	46825830	Snx9	ENSRNOG00000046874	0.605007105355811	0.00459464667570959	0.0587465258733405	0.111750247471535	-0.0125398118415998	0.0249576478159982	0.860612246795503	0.368093480460456
1	46835971	46932529	Synj2	ENSRNOG00000017114	0.199728319721402	0.00190057086481976	0.017696456767219	0.916058674453225	-0.000171180400087522	0.0195765719004784	0.553049207629921	0.973251518065406
1	46942192	46978261	Serac1	ENSRNOG00000017889	0.855002837860817	-0.000654089486015171	0.0153323573347476	0.717999271823802	0.00121296947789763	0.0171565660951417	0.959955278217286	0.893670309865104
1	46978458	46985032	Gtf2h5	ENSRNOG00000018007	0.506611351559857	-0.00278080850855783	0.0105206644154852	0.756529763792463	0.000983662748257551	0.00525385989082131	0.811939618050998	0.911446909344182
1	47032113	47127035	Tulp4	ENSRNOG00000018012	0.263630241036569	0.00664230461425053	0.0197264141041876	0.860180911582543	-0.00125126913675433	0.0192178450837623	0.625220132016861	0.953466794397189
1	47162394	47202549	Tmem181	ENSRNOG00000018158	0.210745686279616	0.00148574056460045	0.0141233263797568	0.410009687395171	-0.000997129759093316	0.0138429593822123	0.565325492273047	0.709791737127113
1	47206895	47213749	Dynlt1	ENSRNOG00000018207	0.675754856834357	-0.000478428759706364	0.00829943163600867	0.845775820023468	0.000202178277450495	0.00698813813962803	0.88919769929897	0.947876180929007
